"x","y","synthetic_region"
3,32,"matrix"
4,32,"matrix"
5,32,"matrix"
6,32,"matrix"
7,32,"matrix"
8,32,"matrix"
9,32,"region_c"
10,32,"region_c"
11,32,"region_c"
12,32,"region_c"
13,32,"region_c"
14,32,"region_c"
15,32,"region_c"
16,32,"region_c"
17,32,"region_c"
18,32,"region_c"
19,32,"region_c"
20,32,"region_c"
21,32,"region_c"
22,32,"region_c"
23,32,"region_c"
24,32,"region_c"
25,32,"region_c"
26,32,"region_c"
27,32,"region_c"
28,32,"region_c"
29,32,"region_c"
30,32,"region_c"
31,32,"region_c"
32,32,"region_c"
33,32,"region_c"
34,32,"region_c"
35,32,"region_c"
36,32,"region_c"
37,32,"region_c"
38,32,"region_c"
39,32,"matrix"
40,32,"matrix"
41,32,"matrix"
42,32,"matrix"
43,32,"matrix"
44,32,"matrix"
45,32,"matrix"
1,33,"matrix"
2,33,"matrix"
3,33,"matrix"
4,33,"matrix"
5,33,"matrix"
6,33,"matrix"
7,33,"matrix"
8,33,"matrix"
9,33,"matrix"
10,33,"region_c"
11,33,"region_c"
12,33,"region_c"
13,33,"region_c"
14,33,"region_c"
15,33,"region_c"
16,33,"region_c"
17,33,"region_c"
18,33,"region_c"
19,33,"region_c"
20,33,"region_c"
21,33,"region_c"
22,33,"region_c"
23,33,"region_c"
24,33,"region_c"
25,33,"region_c"
26,33,"region_c"
27,33,"region_c"
28,33,"region_c"
29,33,"region_c"
30,33,"region_c"
31,33,"region_c"
32,33,"region_c"
33,33,"region_c"
34,33,"region_c"
35,33,"region_c"
36,33,"region_c"
37,33,"region_c"
38,33,"matrix"
39,33,"matrix"
40,33,"matrix"
41,33,"matrix"
42,33,"matrix"
43,33,"matrix"
44,33,"matrix"
45,33,"matrix"
1,34,"matrix"
2,34,"matrix"
3,34,"matrix"
4,34,"matrix"
5,34,"matrix"
6,34,"matrix"
7,34,"matrix"
8,34,"matrix"
9,34,"matrix"
10,34,"matrix"
11,34,"matrix"
12,34,"region_c"
13,34,"region_c"
14,34,"region_c"
15,34,"region_c"
16,34,"region_c"
17,34,"region_c"
18,34,"region_c"
19,34,"region_c"
20,34,"region_c"
21,34,"region_c"
22,34,"region_c"
23,34,"region_c"
24,34,"region_c"
25,34,"region_c"
26,34,"region_c"
27,34,"region_c"
28,34,"region_c"
29,34,"region_c"
30,34,"region_c"
31,34,"region_c"
32,34,"region_c"
33,34,"region_c"
34,34,"region_c"
35,34,"region_c"
36,34,"matrix"
37,34,"matrix"
38,34,"matrix"
39,34,"matrix"
40,34,"matrix"
41,34,"matrix"
42,34,"matrix"
43,34,"matrix"
44,34,"matrix"
45,34,"matrix"
1,35,"matrix"
2,35,"matrix"
3,35,"matrix"
4,35,"matrix"
5,35,"matrix"
6,35,"matrix"
7,35,"matrix"
8,35,"matrix"
9,35,"matrix"
10,35,"matrix"
11,35,"matrix"
12,35,"matrix"
13,35,"matrix"
14,35,"matrix"
15,35,"matrix"
16,35,"matrix"
17,35,"matrix"
18,35,"matrix"
19,35,"matrix"
20,35,"matrix"
21,35,"matrix"
22,35,"matrix"
23,35,"matrix"
24,35,"matrix"
25,35,"matrix"
26,35,"matrix"
27,35,"matrix"
28,35,"matrix"
29,35,"matrix"
30,35,"matrix"
31,35,"matrix"
32,35,"matrix"
33,35,"matrix"
34,35,"matrix"
35,35,"matrix"
36,35,"matrix"
37,35,"matrix"
38,35,"matrix"
39,35,"matrix"
40,35,"matrix"
41,35,"matrix"
42,35,"matrix"
43,35,"matrix"
44,35,"matrix"
45,35,"matrix"
